Sample,Payload [Bytes],Latency [us]
839,8192,4.495000
840,8192,4.513000
841,8192,4.520000
842,8192,4.515000
843,8192,4.501500
844,8192,4.533000
845,8192,4.517000
846,8192,4.485000
847,8192,4.529500
848,8192,4.548500
849,8192,4.538500
850,8192,4.485500
851,8192,4.531000
852,8192,4.538500
853,8192,4.492000
854,8192,4.530500
855,8192,4.508500
856,8192,4.529500
857,8192,4.498000
858,8192,4.530000
859,8192,4.546500
860,8192,4.590500
861,8192,4.479000
862,8192,4.511500
863,8192,4.499000
864,8192,4.465500
865,8192,4.513500
866,8192,4.516000
867,8192,4.534500
868,8192,4.508000
869,8192,4.521000
870,8192,4.572000
871,8192,4.532500
872,8192,4.533500
873,8192,4.610500
874,8192,4.528500
875,8192,4.497000
876,8192,4.546000
877,8192,4.527500
878,8192,4.526500
879,8192,4.521500
880,8192,4.491500
881,8192,4.509000
882,8192,4.539500
883,8192,4.530000
884,8192,4.509000
885,8192,4.490000
886,8192,4.487000
887,8192,4.524500
888,8192,4.568000
889,8192,4.520000
890,8192,4.508000
891,8192,4.548500
892,8192,4.520500
893,8192,4.541500
894,8192,4.530500
895,8192,4.495500
896,8192,4.493500
897,8192,4.529000
898,8192,4.511000
899,8192,4.510500
900,8192,4.524500
901,8192,4.502500
902,8192,4.533500
903,8192,4.532000
904,8192,4.490000
905,8192,4.524000
906,8192,4.555000
907,8192,4.521500
908,8192,4.536000
909,8192,4.484000
910,8192,4.524500
911,8192,4.527000
912,8192,4.506000
913,8192,4.510000
914,8192,4.494500
915,8192,4.553000
916,8192,4.528500
917,8192,4.495500
918,8192,4.489000
919,8192,4.560500
920,8192,4.492500
921,8192,4.506000
922,8192,4.532500
923,8192,4.500000
924,8192,4.505500
925,8192,4.530500
926,8192,4.545000
927,8192,4.518500
928,8192,4.506500
929,8192,4.533000
930,8192,4.546500
931,8192,4.521500
932,8192,4.543500
933,8192,4.511000
934,8192,4.537000
935,8192,4.545500
936,8192,4.544500
937,8192,4.539500
938,8192,4.529000
939,8192,4.534000
940,8192,4.529500
941,8192,4.532500
942,8192,4.523000
943,8192,4.529000
944,8192,4.523000
945,8192,4.515000
946,8192,4.506000
947,8192,4.516500
948,8192,4.524000
949,8192,4.511500
950,8192,4.519500
951,8192,4.526000
952,8192,4.509500
953,8192,4.492500
954,8192,4.511500
955,8192,4.545500
956,8192,4.523500
957,8192,4.526000
958,8192,4.514000
959,8192,4.489500
960,8192,4.491000
961,8192,4.556500
962,8192,4.509500
963,8192,4.510500
964,8192,4.519000
965,8192,4.550500
966,8192,4.540000
967,8192,4.531000
968,8192,4.539500
969,8192,4.566000
970,8192,4.510500
971,8192,4.509500
972,8192,4.506500
973,8192,4.520000
974,8192,4.512500
975,8192,4.545000
976,8192,4.584000
977,8192,4.482500
978,8192,4.546000
979,8192,4.550500
980,8192,4.514000
981,8192,4.484000
982,8192,4.516000
983,8192,4.493000
984,8192,4.540500
985,8192,4.521000
986,8192,4.512500
987,8192,4.526000
988,8192,4.509500
989,8192,4.521000
990,8192,4.535000
991,8192,4.516500
992,8192,4.488500
993,8192,4.517000
994,8192,4.514500
995,8192,4.504500
996,8192,4.548500
997,8192,4.494000
998,8192,4.490000
999,8192,4.493500
1000,8192,4.587500
1001,8192,4.510000
1002,8192,4.512000
1003,8192,4.539500
1004,8192,4.519000
1005,8192,4.540000
1006,8192,4.511000
1007,8192,4.503000
1008,8192,4.491500
1009,8192,4.503500
1010,8192,4.534000
1011,8192,4.524500
1012,8192,4.488000
1013,8192,4.524000
1014,8192,4.545000
1015,8192,4.513500
1016,8192,4.544000
1017,8192,4.585000
1018,8192,4.568500
1019,8192,4.519500
1020,8192,4.522500
1021,8192,4.484000
1022,8192,4.551000
1023,8192,4.466500
1024,8192,4.515000
1025,8192,4.537000
1026,8192,4.506500
1027,8192,4.502000
1028,8192,4.517500
1029,8192,4.519500
1030,8192,4.494000
1031,8192,4.491000
1032,8192,4.627500
1033,8192,4.515500
1034,8192,4.534000
1035,8192,4.543500
1036,8192,4.512000
1037,8192,4.521000
1038,8192,4.467000
1039,8192,4.521000
1040,8192,4.490000
1041,8192,4.526500
1042,8192,4.551000
1043,8192,4.509500
1044,8192,4.535500
1045,8192,4.536500
1046,8192,4.517000
1047,8192,4.487000
1048,8192,4.511500
1049,8192,4.554500
1050,8192,4.518000
1051,8192,4.503500
1052,8192,4.553000
1053,8192,4.535500
1054,8192,4.512000
1055,8192,4.512000
1056,8192,4.549000
1057,8192,4.513500
1058,8192,4.525500
1059,8192,4.521000
1060,8192,4.554500
1061,8192,4.518000
1062,8192,4.547000
1063,8192,4.518000
1064,8192,4.520500
1065,8192,4.499500
1066,8192,4.500500
1067,8192,4.483500
1068,8192,4.573500
1069,8192,4.538500
1070,8192,4.487000
1071,8192,4.520500
1072,8192,4.499500
1073,8192,4.504500
1074,8192,4.541500
1075,8192,4.499500
1076,8192,4.543500
1077,8192,4.497500
1078,8192,4.525500
1079,8192,4.520000
1080,8192,4.545500
1081,8192,4.526000
1082,8192,4.505000
1083,8192,4.504500
1084,8192,4.515500
1085,8192,4.573500
1086,8192,4.512500
1087,8192,4.502000
1088,8192,4.493500
1089,8192,4.556000
1090,8192,4.485000
1091,8192,4.638000
1092,8192,4.518500
1093,8192,4.513500
1094,8192,4.499000
1095,8192,4.511500
1096,8192,4.518000
1097,8192,4.512000
1098,8192,4.530500
1099,8192,4.516500
1100,8192,4.499500
1101,8192,4.531500
1102,8192,4.538500
1103,8192,4.518500
1104,8192,4.536000
1105,8192,4.533000
1106,8192,4.523500
1107,8192,4.517000
1108,8192,4.534000
1109,8192,4.526500
1110,8192,4.524000
1111,8192,4.513500
1112,8192,4.513000
1113,8192,4.493000
1114,8192,4.509000
1115,8192,4.489000
1116,8192,4.527000
1117,8192,4.503000
1118,8192,4.535000
1119,8192,4.522500
1120,8192,4.518000
1121,8192,4.455500
1122,8192,4.526000
1123,8192,4.500500
1124,8192,4.520000
1125,8192,4.476000
1126,8192,4.495500
1127,8192,4.527000
1128,8192,4.522500
1129,8192,4.497500
1130,8192,4.503500
1131,8192,4.525000
1132,8192,4.539000
1133,8192,4.548000
1134,8192,4.536000
1135,8192,4.532500
1136,8192,4.506500
1137,8192,4.513500
1138,8192,4.538000
1139,8192,4.502000
1140,8192,4.534000
1141,8192,4.513500
1142,8192,4.535000
1143,8192,4.516500
1144,8192,4.515500
1145,8192,4.543500
1146,8192,4.541000
1147,8192,4.517500
1148,8192,4.534000
1149,8192,4.503500
1150,8192,4.500500
1151,8192,4.533000
1152,8192,4.527000
1153,8192,4.521500
1154,8192,4.537000
1155,8192,4.539500
1156,8192,4.496500
1157,8192,4.509500
1158,8192,4.515500
1159,8192,4.518500
1160,8192,4.567500
1161,8192,4.551500
1162,8192,4.541000
1163,8192,4.532500
1164,8192,4.503000
1165,8192,4.549500
1166,8192,4.535000
1167,8192,4.575000
1168,8192,4.513500
1169,8192,4.523500
1170,8192,4.529000
1171,8192,4.518500
1172,8192,4.552500
1173,8192,4.515500
1174,8192,4.520000
1175,8192,4.525000
1176,8192,4.558000
1177,8192,4.506000
1178,8192,4.524500
1179,8192,4.516500
1180,8192,4.487000
1181,8192,4.482500
1182,8192,4.501500
1183,8192,7.336500
1184,8192,4.647000
1185,8192,4.459500
1186,8192,4.509500
1187,8192,4.486000
1188,8192,4.468000
1189,8192,4.486000
1190,8192,4.442500
1191,8192,4.401500
1192,8192,4.475500
1193,8192,4.490500
1194,8192,4.461500
1195,8192,4.449500
1196,8192,4.507000
1197,8192,4.505000
1198,8192,4.434000
1199,8192,4.415000
1200,8192,4.486500
1201,8192,4.434500
1202,8192,4.465000
1203,8192,4.461500
1204,8192,4.489500
1205,8192,4.464500
1206,8192,4.505000
1207,8192,4.490000
1208,8192,4.463000
1209,8192,4.456000
1210,8192,4.439000
1211,8192,4.444500
1212,8192,4.544000
1213,8192,4.401500
1214,8192,4.498000
1215,8192,4.568500
1216,8192,4.492500
1217,8192,4.444500
1218,8192,4.527000
1219,8192,4.458000
1220,8192,4.462000
1221,8192,4.485000
1222,8192,4.470500
1223,8192,4.334500
1224,8192,9.082500
1225,8192,4.836000
1226,8192,4.612000
1227,8192,4.560000
1228,8192,4.539000
1229,8192,4.493500
1230,8192,4.499000
1231,8192,4.577000
1232,8192,4.528000
1233,8192,4.509500
1234,8192,4.539000
1235,8192,4.514000
1236,8192,4.533000
1237,8192,4.519500
1238,8192,4.527500
1239,8192,4.519000
1240,8192,4.550500
1241,8192,4.507500
1242,8192,4.515000
1243,8192,4.470500
1244,8192,4.471500
1245,8192,4.532000
1246,8192,4.571000
1247,8192,4.503500
1248,8192,4.527000
1249,8192,4.536000
1250,8192,4.568500
1251,8192,4.523000
1252,8192,4.521000
1253,8192,4.523000
1254,8192,4.498500
1255,8192,4.531500
1256,8192,4.475500
1257,8192,4.540000
1258,8192,4.532000
1259,8192,4.539000
1260,8192,4.525000
1261,8192,4.554500
1262,8192,4.515000
1263,8192,4.581000
1264,8192,4.526000
1265,8192,4.516500
1266,8192,4.523500
1267,8192,4.517000
1268,8192,4.481500
1269,8192,4.488500
1270,8192,4.524000
1271,8192,4.538000
1272,8192,4.526500
1273,8192,4.535500
1274,8192,4.531500
1275,8192,4.517000
1276,8192,4.526000
1277,8192,4.513500
1278,8192,4.505000
1279,8192,4.490000
1280,8192,4.510500
1281,8192,4.484500
1282,8192,4.516000
1283,8192,4.505500
1284,8192,4.519000
1285,8192,4.526000
1286,8192,4.509500
1287,8192,4.495000
1288,8192,4.527500
1289,8192,4.510500
1290,8192,4.517000
1291,8192,4.496000
1292,8192,4.522000
1293,8192,4.508000
1294,8192,4.507000
1295,8192,4.530500
1296,8192,4.522500
1297,8192,4.502500
1298,8192,4.551000
1299,8192,4.549000
1300,8192,4.545000
1301,8192,4.526500
1302,8192,4.495000
1303,8192,4.537000
1304,8192,4.511500
1305,8192,4.498000
1306,8192,4.541500
1307,8192,4.478000
1308,8192,4.525500
1309,8192,4.493500
1310,8192,4.524500
1311,8192,4.472000
1312,8192,4.499500
1313,8192,4.446000
1314,8192,4.508000
1315,8192,4.501000
1316,8192,4.572500
1317,8192,4.503000
1318,8192,4.556500
1319,8192,4.540500
1320,8192,4.611000
1321,8192,4.566500
1322,8192,4.499500
1323,8192,4.572000
1324,8192,4.513500
1325,8192,4.547000
1326,8192,4.500500
1327,8192,4.558500
1328,8192,4.526500
1329,8192,4.515000
1330,8192,4.533500
1331,8192,4.513500
1332,8192,4.503000
1333,8192,4.516000
1334,8192,4.502000
1335,8192,4.498500
1336,8192,4.532000
1337,8192,4.505000
1338,8192,4.536000
1339,8192,4.517000
1340,8192,4.494000
1341,8192,4.524500
1342,8192,4.458500
1343,8192,4.536000
1344,8192,4.562000
1345,8192,4.467000
1346,8192,4.510000
1347,8192,4.535500
1348,8192,4.525000
1349,8192,4.522000
1350,8192,4.519500
1351,8192,4.517500
1352,8192,4.550000
1353,8192,4.520000
1354,8192,4.539500
1355,8192,4.499500
1356,8192,4.523500
1357,8192,4.484000
1358,8192,4.500500
